EEID,Workday ID,Title,Contract Type,Employment Type,Gender,Status,Termination Type,Job Level,Department,Location,Hire Source,Hire Date,Termination Date,Date of Last Promotion,Prior Job Level,Date of Last Job Change,Parental Leave Start,Parental Leave End,Secondary Carer Parental Leave Start,Secondary Carer Parental Leave End
184,W100183,Engineering Manager,Permanent,Part Time,Male,Terminated,Voluntary,7,Finance,Chicago,Campus Recruiting,2016-04-16,2015-01-25,,,2023-02-25,,,,
185,W100184,Product Manager,Permanent,Part Time,Male,Active,,7,Product,Boston,Internal Transfer,2014-04-13,,2018-02-14,6,2018-02-14,,,,
186,W100185,CIO,Permanent,Full Time,Male,Active,,13,Finance,New York,Recruiter,2020-03-18,,,,2020-03-18,,,,
187,W100186,CIO,Permanent,Full Time,Male,Active,,13,Finance,New York,Job Board,2011-06-08,,,,2011-06-08,,,,
188,W100187,Senior Data Scientist,Permanent,Full Time,Female,Active,,8,IT,Boston,Job Board,2014-05-03,,2018-08-04,7,2018-08-04,,,,
189,W100188,Director of Marketing,Permanent,Full Time,Male,Active,,9,Operations,New York,Campus Recruiting,2023-11-05,,,8,2023-11-05,,,,
190,W100189,Sales Manager,Permanent,Part Time,Male,Terminated,Involuntary,7,Product,Boston,Job Board,2021-04-24,2022-10-08,,6,2024-06-14,,,,
191,W100190,Senior Product Manager,Permanent,Full Time,Female,Active,,9,Operations,Austin,Internal Transfer,2022-09-28,,,8,2022-09-28,,,,
192,W100191,Senior Data Scientist,Permanent,Full Time,Male,Terminated,Involuntary,8,Product,Remote,Campus Recruiting,2012-09-10,2020-11-14,2020-10-19,7,2020-10-19,2021-02-22,2021-04-05,,
193,W100192,SVP of Engineering,Permanent,Full Time,Male,Active,,12,HR,San Francisco,Recruiter,2010-01-09,,,,2010-01-09,,,,
194,W100193,Software Engineer,Contractor,Part Time,Female,Active,,4,Marketing,Boston,Referral,2015-01-17,,,,2024-10-06,,,,
195,W100194,Senior Data Analyst,Permanent,Full Time,Male,Terminated,Voluntary,5,IT,Chicago,Recruiter,2017-06-10,2015-03-01,,,2017-06-10,,,,
196,W100195,Junior Software Engineer,Permanent,Part Time,Female,Terminated,Involuntary,2,HR,Austin,Campus Recruiting,2015-08-27,2016-05-01,2019-10-15,1,2019-10-15,,,,
197,W100196,COO,Permanent,Full Time,Male,Active,,13,Marketing,Boston,Recruiter,2012-11-08,,2015-03-05,12,2015-03-05,,,,
198,W100197,Vice President of Sales,Permanent,Full Time,Female,Terminated,Voluntary,11,IT,Chicago,Campus Recruiting,2014-11-10,2018-09-19,,,2014-11-10,,,,
199,W100198,Junior Sales Associate,Contractor,Part Time,Female,Active,,2,Finance,New York,Referral,2021-07-06,,,,2021-07-06,,,,
200,W100199,CMO,Permanent,Full Time,Male,Terminated,Voluntary,13,HR,Austin,Campus Recruiting,2019-05-06,2022-06-14,,12,2019-05-06,,,2020-11-05,2020-12-17
201,W100200,Sales Manager,Contractor,Part Time,Female,Terminated,Voluntary,7,Product,Austin,Referral,2014-10-25,2021-05-19,,,2014-10-25,,,,
202,W100201,Director of Marketing,Permanent,Full Time,Female,Active,,9,Engineering,Chicago,Referral,2019-04-15,,,,2019-04-15,,,,
203,W100202,Senior UX Designer,Contractor,Part Time,Female,Terminated,Involuntary,7,Sales,Austin,Job Board,2017-08-06,2020-02-02,2020-12-17,6,2020-12-17,,,,
204,W100203,Engineering Manager,Contractor,Part Time,Female,Active,,7,Operations,San Francisco,Internal Transfer,2017-01-26,,,6,2023-05-21,,,,
205,W100204,Software Engineer,Permanent,Full Time,Female,Terminated,Voluntary,4,Operations,Austin,Internal Transfer,2023-08-10,2018-02-27,,3,2023-08-10,,,,
206,W100205,Vice President of Engineering,Permanent,Full Time,Male,Active,,11,Sales,Chicago,Campus Recruiting,2017-11-23,,2020-10-18,10,2020-10-18,,,,
207,W100206,Senior Product Manager,Permanent,Full Time,Male,Active,,9,Finance,San Francisco,Campus Recruiting,2021-03-08,,,8,2021-03-08,,,,
208,W100207,Director of Sales,Permanent,Full Time,Male,Terminated,Voluntary,9,Operations,Austin,Referral,2018-06-20,2017-07-09,,,2018-06-20,2020-12-14,2021-01-25,,
209,W100208,Senior Data Scientist,Permanent,Full Time,Female,Active,,8,IT,Austin,Job Board,2022-05-08,,,7,2022-05-08,,,,
210,W100209,Senior Sales Associate,Contractor,Full Time,Female,Active,,6,Marketing,San Francisco,Job Board,2022-05-23,,,,2022-05-23,,,,
211,W100210,UX Designer,Contractor,Full Time,Male,Active,,5,Engineering,Remote,Campus Recruiting,2011-09-12,,2017-05-08,4,2017-05-08,,,,
212,W100211,Vice President of Sales,Permanent,Full Time,Female,Terminated,Involuntary,11,Sales,Boston,Job Board,2024-08-21,2024-04-04,,10,2024-08-21,,,,
213,W100212,Marketing Manager,Permanent,Part Time,Male,Active,,7,Product,San Francisco,Internal Transfer,2021-02-15,,2021-09-27,6,2021-09-27,,,,
214,W100213,SVP of Marketing,Permanent,Full Time,Male,Active,,12,HR,Boston,Internal Transfer,2021-06-15,,,,2024-03-28,,,,
215,W100214,Junior Marketing Specialist,Contractor,Full Time,Female,Active,,2,Operations,San Francisco,Job Board,2013-03-18,,2023-05-15,1,2023-05-15,,,,
216,W100215,Vice President of Marketing,Permanent,Full Time,Male,Active,,11,Product,Remote,Recruiter,2018-04-18,,,10,2018-04-18,,,,
217,W100216,SVP of Sales,Permanent,Full Time,Female,Active,,12,Finance,Boston,Recruiter,2012-06-01,,2018-05-26,11,2018-05-26,,,,
218,W100217,Senior Data Analyst,Permanent,Full Time,Male,Active,,5,Finance,Chicago,Internal Transfer,2022-05-27,,,4,2022-05-27,,,,
219,W100218,Senior Data Analyst,Permanent,Part Time,Male,Active,,5,Product,Boston,Recruiter,2020-10-27,,,4,2020-10-27,,,,
220,W100219,Data Scientist,Contractor,Full Time,Male,Terminated,Involuntary,6,Marketing,Austin,Job Board,2022-09-12,2022-04-21,,5,2023-10-06,,,2020-01-06,2020-02-17
221,W100220,CIO,Permanent,Full Time,Male,Active,,13,Sales,New York,Campus Recruiting,2016-06-26,,2022-07-26,12,2022-07-26,,,,
222,W100221,SVP of Marketing,Permanent,Full Time,Male,Active,,12,IT,Remote,Job Board,2019-11-02,,2020-05-09,11,2020-05-09,,,,
223,W100222,Sales Associate,Permanent,Part Time,Male,Active,,4,Sales,San Francisco,Recruiter,2014-09-21,,2015-12-16,3,2015-12-16,,,,
224,W100223,UX Designer,Permanent,Part Time,Male,Terminated,Involuntary,5,IT,Remote,Campus Recruiting,2018-09-25,2022-02-07,,4,2023-10-04,2022-06-27,2022-08-08,,
225,W100224,Sales Associate,Permanent,Full Time,Female,Active,,4,Sales,Remote,Recruiter,2019-08-17,,,,2023-10-31,,,,
226,W100225,Junior Marketing Specialist,Permanent,Part Time,Female,Active,,2,IT,Austin,Referral,2011-01-24,,2016-05-24,1,2016-05-24,,,,
227,W100226,Vice President of Sales,Permanent,Full Time,Female,Active,,11,Product,Chicago,Referral,2022-07-27,,,10,2023-03-06,,,,
228,W100227,Director of Sales,Permanent,Full Time,Female,Active,,9,IT,Austin,Recruiter,2011-03-26,,2015-05-10,8,2015-05-10,,,,
229,W100228,Sales Associate,Contractor,Full Time,Male,Active,,4,Sales,San Francisco,Job Board,2010-02-02,,,,2010-02-02,,,,
230,W100229,Data Analyst,Contractor,Part Time,Male,Terminated,Involuntary,3,Sales,Remote,Campus Recruiting,2019-01-06,2021-03-06,2022-01-05,2,2022-01-05,,,,
231,W100230,SVP of Sales,Permanent,Full Time,Male,Active,,12,Engineering,Austin,Internal Transfer,2022-12-16,,,11,2022-12-16,,,,
232,W100231,Software Engineer,Permanent,Part Time,Male,Active,,4,Product,San Francisco,Referral,2015-02-04,,,,2015-02-04,,,,
233,W100232,Sales Manager,Permanent,Full Time,Female,Active,,7,Engineering,Boston,Campus Recruiting,2017-11-10,,2022-11-03,6,2022-11-03,,,,
234,W100233,Vice President of Marketing,Permanent,Full Time,Male,Active,,11,Product,Austin,Internal Transfer,2024-10-30,,,10,2024-10-30,,,,
235,W100234,Sales Associate,Permanent,Full Time,Female,Active,,4,Sales,New York,Job Board,2015-02-25,,,,2015-02-25,,,,
236,W100235,Vice President of Engineering,Permanent,Full Time,Female,Active,,11,Marketing,Chicago,Job Board,2011-12-07,,2022-09-05,10,2022-09-05,,,,
237,W100236,Director of Sales,Permanent,Full Time,Female,Active,,9,Finance,New York,Campus Recruiting,2012-04-24,,2018-03-21,8,2018-03-21,,,,
238,W100237,Senior Data Scientist,Permanent,Full Time,Female,Active,,8,Marketing,Chicago,Campus Recruiting,2020-03-19,,,7,2020-03-19,,,,
239,W100238,Senior Marketing Specialist,Permanent,Part Time,Male,Active,,6,IT,Remote,Referral,2012-01-23,,,,2024-10-21,,,,
240,W100239,Marketing Manager,Permanent,Part Time,Female,Active,,7,Finance,New York,Internal Transfer,2021-07-09,,,6,2021-07-09,2023-03-21,2023-05-02,2023-12-08,2024-01-19
241,W100240,Software Engineer,Permanent,Part Time,Female,Active,,4,Product,New York,Internal Transfer,2019-02-20,,,3,2019-02-20,,,,
242,W100241,Product Manager,Permanent,Full Time,Male,Active,,7,Sales,Austin,Internal Transfer,2019-03-11,,2020-04-24,6,2020-04-24,,,,
243,W100242,Marketing Specialist,Permanent,Full Time,Male,Active,,4,Engineering,San Francisco,Job Board,2022-03-24,,,3,2022-03-24,,,,
244,W100243,COO,Permanent,Full Time,Male,Terminated,Involuntary,13,Product,Austin,Referral,2020-07-22,2024-05-19,2022-07-01,12,2022-07-01,,,,
245,W100244,Director of Sales,Permanent,Full Time,Female,Active,,9,Marketing,San Francisco,Referral,2023-04-03,,,8,2023-04-03,,,,
246,W100245,Senior Data Scientist,Permanent,Full Time,Male,Active,,8,HR,Austin,Referral,2016-07-26,,,7,2016-07-26,,,,
247,W100246,Data Scientist,Contractor,Full Time,Female,Active,,6,Sales,New York,Job Board,2024-12-25,,,5,2024-12-25,,,,
248,W100247,Vice President of Sales,Permanent,Full Time,Male,Active,,11,Operations,New York,Recruiter,2021-10-26,,,,2021-10-26,,,,
249,W100248,CEO,Permanent,Full Time,Female,Active,,14,Sales,San Francisco,Internal Transfer,2016-06-01,,2024-10-27,13,2024-10-27,,,,
250,W100249,Director of Engineering,Permanent,Full Time,Male,Active,,9,Sales,Boston,Referral,2019-10-11,,,8,2019-10-11,,,,
251,W100250,Senior Sales Associate,Contractor,Full Time,Male,Active,,6,IT,Remote,Recruiter,2011-02-17,,2015-10-20,5,2015-10-20,,,,
252,W100251,COO,Permanent,Full Time,Male,Terminated,Voluntary,13,Operations,Boston,Campus Recruiting,2022-09-15,2015-06-22,,12,2022-09-15,,,,
253,W100252,CMO,Permanent,Full Time,Female,Active,,13,Engineering,Boston,Campus Recruiting,2020-02-17,,,12,2020-02-17,,,,
254,W100253,Director of Marketing,Permanent,Full Time,Male,Active,,9,Sales,Chicago,Referral,2012-06-03,,,,2012-06-03,,,,
255,W100254,SVP of Marketing,Permanent,Full Time,Female,Active,,12,HR,Remote,Internal Transfer,2022-11-05,,,,2023-05-05,,,,
256,W100255,Product Manager,Contractor,Full Time,Male,Active,,7,Sales,Chicago,Referral,2010-02-15,,2023-03-04,6,2023-03-04,2021-07-18,2021-08-29,,
257,W100256,Marketing Specialist,Contractor,Full Time,Male,Active,,4,Marketing,Boston,Referral,2019-01-10,,2020-02-24,3,2020-02-24,,,,
258,W100257,Software Engineer,Contractor,Full Time,Male,Active,,4,Marketing,Remote,Recruiter,2014-12-19,,2017-02-10,3,2017-02-10,,,,
259,W100258,Data Scientist,Permanent,Part Time,Female,Active,,6,Finance,New York,Referral,2022-04-27,,,,2023-04-12,,,,
260,W100259,Junior Marketing Specialist,Permanent,Part Time,Female,Active,,2,Operations,Chicago,Campus Recruiting,2024-07-23,,,,2024-07-23,,,2023-05-19,2023-06-30
261,W100260,SVP of Engineering,Permanent,Full Time,Male,Active,,12,Operations,Austin,Job Board,2015-07-26,,2021-09-27,11,2021-09-27,,,,
262,W100261,Sales Associate,Contractor,Full Time,Female,Active,,4,HR,Chicago,Recruiter,2011-03-17,,2019-06-18,3,2019-06-18,,,,
263,W100262,COO,Permanent,Full Time,Female,Active,,13,Product,Remote,Recruiter,2012-11-17,,2022-11-17,12,2022-11-17,,,,
264,W100263,Vice President of Engineering,Permanent,Full Time,Male,Active,,11,Sales,Austin,Recruiter,2015-09-25,,2019-03-09,10,2019-03-09,,,,
265,W100264,CFO,Permanent,Full Time,Male,Active,,13,Marketing,New York,Campus Recruiting,2013-08-04,,2016-09-23,12,2016-09-23,,,,
266,W100265,Senior Sales Associate,Contractor,Full Time,Female,Active,,6,Engineering,New York,Job Board,2013-08-10,,,,2013-08-10,,,,
267,W100266,Director of Sales,Permanent,Full Time,Female,Terminated,Voluntary,9,Product,New York,Internal Transfer,2022-02-03,2020-10-19,,,2023-07-01,,,,
268,W100267,Data Scientist,Permanent,Full Time,Female,Active,,6,IT,Boston,Referral,2019-02-05,,,5,2019-02-05,,,,
269,W100268,Data Scientist,Permanent,Full Time,Female,Active,,6,Sales,New York,Referral,2021-06-02,,,5,2024-11-13,,,,
270,W100269,Senior Data Scientist,Permanent,Full Time,Male,Active,,8,IT,Austin,Campus Recruiting,2013-03-08,,2022-04-02,7,2022-04-02,,,,
271,W100270,Software Engineer,Permanent,Part Time,Male,Terminated,Voluntary,4,Marketing,San Francisco,Recruiter,2018-10-19,2016-09-07,2023-01-04,3,2023-01-04,,,,
272,W100271,SVP of Sales,Permanent,Full Time,Male,Active,,12,Finance,Austin,Internal Transfer,2015-08-03,,2019-07-16,11,2019-07-16,2021-09-30,2021-11-11,,
273,W100272,CEO,Permanent,Full Time,Female,Terminated,Voluntary,14,IT,Austin,Internal Transfer,2017-10-12,2019-02-12,2022-08-13,13,2022-08-13,,,,
274,W100273,Junior Marketing Specialist,Contractor,Part Time,Male,Terminated,Involuntary,2,Product,Remote,Internal Transfer,2015-07-24,2015-08-05,2017-08-23,1,2017-08-23,,,,
275,W100274,CEO,Permanent,Full Time,Male,Active,,14,Operations,Austin,Referral,2018-05-16,,2023-10-05,13,2023-10-05,,,,
276,W100275,UX Designer,Contractor,Part Time,Female,Active,,5,Operations,New York,Internal Transfer,2016-03-06,,2019-03-17,4,2019-03-17,,,,
277,W100276,Senior Software Engineer,Permanent,Part Time,Male,Active,,6,Product,Austin,Job Board,2023-04-27,,,,2023-04-27,,,,
278,W100277,CEO,Permanent,Full Time,Male,Terminated,Involuntary,14,Marketing,New York,Internal Transfer,2010-08-10,2019-01-04,2023-10-17,13,2023-10-17,,,,
279,W100278,Marketing Specialist,Permanent,Full Time,Male,Active,,4,Product,San Francisco,Job Board,2013-05-14,,,,2013-05-14,,,,
280,W100279,UX Designer,Contractor,Part Time,Male,Active,,5,Sales,Austin,Job Board,2022-01-24,,2022-04-15,4,2022-04-15,,,2021-04-01,2021-05-13
281,W100280,Data Scientist,Contractor,Full Time,Female,Active,,6,HR,Remote,Recruiter,2020-09-22,,2023-07-11,5,2023-07-11,,,,
282,W100281,COO,Permanent,Full Time,Female,Active,,13,Marketing,Chicago,Referral,2021-11-07,,2023-07-05,12,2023-07-05,,,,
283,W100282,Junior Software Engineer,Permanent,Part Time,Female,Active,,2,Product,Boston,Recruiter,2024-10-08,,,1,2024-10-08,,,,
284,W100283,CMO,Permanent,Full Time,Female,Terminated,Involuntary,13,Finance,Austin,Recruiter,2013-10-14,2015-03-07,,,2013-10-14,,,,
285,W100284,Junior Software Engineer,Permanent,Full Time,Male,Active,,2,IT,San Francisco,Recruiter,2017-11-21,,2019-01-19,1,2019-01-19,,,,
286,W100285,SVP of Engineering,Permanent,Full Time,Female,Active,,12,Sales,Boston,Referral,2023-05-22,,,11,2023-05-22,,,,
287,W100286,CMO,Permanent,Full Time,Male,Active,,13,Engineering,Chicago,Job Board,2016-08-11,,,12,2016-08-11,,,,
288,W100287,CFO,Permanent,Full Time,Male,Active,,13,Operations,San Francisco,Referral,2022-10-21,,,12,2022-10-21,2022-08-31,2022-10-12,,
289,W100288,Junior Software Engineer,Permanent,Part Time,Female,Active,,2,Marketing,Chicago,Job Board,2023-12-08,,,1,2023-12-08,,,,
290,W100289,COO,Permanent,Full Time,Male,Active,,13,Product,Boston,Referral,2020-03-08,,2023-09-01,12,2023-09-01,,,,
291,W100290,Software Engineer,Contractor,Full Time,Male,Active,,4,Operations,Austin,Campus Recruiting,2014-05-27,,,,2014-05-27,,,,
292,W100291,CFO,Permanent,Full Time,Male,Active,,13,Finance,Austin,Job Board,2015-07-18,,2018-08-08,12,2018-08-08,,,,
293,W100292,Director of Marketing,Permanent,Full Time,Female,Terminated,Voluntary,9,HR,Chicago,Campus Recruiting,2022-11-13,2017-11-24,,,2022-11-13,,,,
294,W100293,Data Analyst,Contractor,Part Time,Female,Active,,3,IT,Remote,Campus Recruiting,2010-06-06,,2019-05-27,2,2019-05-27,,,,
295,W100294,Vice President of Sales,Permanent,Full Time,Male,Terminated,Voluntary,11,HR,Boston,Referral,2019-05-10,2018-09-16,,10,2019-05-10,,,,
296,W100295,Vice President of Engineering,Permanent,Full Time,Female,Active,,11,Product,San Francisco,Recruiter,2016-01-10,,2023-03-23,10,2023-03-23,,,,
297,W100296,Director of Marketing,Permanent,Full Time,Male,Terminated,Involuntary,9,Operations,San Francisco,Campus Recruiting,2018-08-14,2016-12-26,,,2018-08-14,,,,
298,W100297,Sales Manager,Contractor,Full Time,Female,Active,,7,IT,Boston,Campus Recruiting,2022-01-03,,2022-06-27,6,2022-06-27,,,,
299,W100298,Sales Manager,Contractor,Part Time,Female,Terminated,Involuntary,7,Marketing,Boston,Referral,2012-12-23,2020-05-04,2023-05-04,6,2023-05-04,,,,
300,W100299,CEO,Permanent,Full Time,Male,Active,,14,Finance,Boston,Recruiter,2019-03-25,,,13,2024-05-29,,,2021-09-26,2021-11-07
301,W100300,Marketing Specialist,Permanent,Part Time,Male,Active,,4,Operations,Remote,Referral,2019-06-13,,,3,2019-06-13,,,,
302,W100301,Senior Sales Associate,Permanent,Full Time,Female,Active,,6,HR,New York,Recruiter,2011-06-01,,2019-06-16,5,2019-06-16,,,,
303,W100302,CIO,Permanent,Full Time,Male,Active,,13,Engineering,Austin,Campus Recruiting,2011-01-19,,,,2011-01-19,,,,
304,W100303,Junior Software Engineer,Contractor,Part Time,Female,Active,,2,Finance,Boston,Campus Recruiting,2012-10-28,,,,2012-10-28,2021-07-24,2021-09-04,,
305,W100304,Senior Software Engineer,Contractor,Part Time,Female,Terminated,Voluntary,6,Sales,San Francisco,Job Board,2022-07-11,2018-01-04,,5,2024-08-23,,,,
306,W100305,Senior Sales Associate,Contractor,Part Time,Female,Active,,6,IT,San Francisco,Job Board,2010-06-02,,2018-09-17,5,2018-09-17,,,,
307,W100306,Senior UX Designer,Contractor,Full Time,Male,Terminated,Involuntary,7,Finance,Austin,Referral,2019-06-16,2015-04-18,,,2019-06-16,,,,
308,W100307,COO,Permanent,Full Time,Male,Active,,13,Engineering,Chicago,Campus Recruiting,2015-12-12,,2020-09-19,12,2020-09-19,,,,
309,W100308,Director of Sales,Permanent,Full Time,Male,Active,,9,Finance,Chicago,Referral,2019-09-27,,2020-04-22,8,2020-04-22,,,,
310,W100309,Marketing Manager,Permanent,Part Time,Female,Active,,7,Sales,Remote,Job Board,2012-08-01,,,,2024-03-29,,,,
311,W100310,Engineering Manager,Contractor,Part Time,Male,Active,,7,Product,Boston,Recruiter,2016-05-24,,2021-02-02,6,2021-02-02,,,,
312,W100311,Software Engineer,Contractor,Part Time,Male,Active,,4,Finance,San Francisco,Recruiter,2016-06-15,,2019-12-01,3,2019-12-01,,,,
313,W100312,COO,Permanent,Full Time,Male,Active,,13,Marketing,Remote,Recruiter,2023-03-17,,,12,2024-12-16,,,,
314,W100313,Director of Marketing,Permanent,Full Time,Female,Terminated,Voluntary,9,Engineering,New York,Internal Transfer,2014-08-15,2020-10-20,2017-03-03,8,2017-03-03,,,,
315,W100314,Marketing Manager,Permanent,Part Time,Male,Active,,7,IT,Chicago,Internal Transfer,2015-11-21,,,,2015-11-21,,,,
316,W100315,CTO,Permanent,Full Time,Male,Active,,13,Product,Remote,Recruiter,2020-04-23,,,12,2020-04-23,,,,
317,W100316,Junior Software Engineer,Permanent,Full Time,Male,Active,,2,HR,Austin,Referral,2013-08-01,,2015-06-15,1,2015-06-15,,,,
318,W100317,Director of Sales,Permanent,Full Time,Female,Active,,9,Product,Chicago,Internal Transfer,2015-12-07,,,,2015-12-07,,,,
319,W100318,Data Scientist,Permanent,Full Time,Male,Active,,6,HR,Chicago,Recruiter,2018-05-08,,2018-11-08,5,2018-11-08,,,,
320,W100319,Senior Marketing Specialist,Contractor,Part Time,Male,Terminated,Voluntary,6,Marketing,Boston,Referral,2019-03-22,2023-06-16,2023-10-19,5,2023-10-19,2023-07-17,2023-08-28,2021-10-29,2021-12-10
321,W100320,Director of Sales,Permanent,Full Time,Male,Active,,9,HR,Remote,Campus Recruiting,2016-06-13,,2019-04-19,8,2019-04-19,,,,
322,W100321,Junior Marketing Specialist,Permanent,Full Time,Male,Active,,2,Finance,Austin,Internal Transfer,2025-02-25,,,1,2025-02-25,,,,
323,W100322,SVP of Engineering,Permanent,Full Time,Female,Active,,12,Product,Austin,Referral,2012-09-05,,,,2012-09-05,,,,
324,W100323,CMO,Permanent,Full Time,Female,Active,,13,IT,Chicago,Referral,2014-05-03,,2019-08-20,12,2019-08-20,,,,
325,W100324,COO,Permanent,Full Time,Female,Active,,13,Sales,New York,Campus Recruiting,2024-10-25,,,12,2024-10-25,,,,
326,W100325,Software Engineer,Contractor,Full Time,Male,Active,,4,Sales,Remote,Referral,2010-03-12,,2023-05-08,3,2023-05-08,,,,
327,W100326,Product Manager,Contractor,Full Time,Female,Active,,7,Engineering,New York,Job Board,2019-04-05,,,,2019-04-05,,,,
328,W100327,Senior Sales Associate,Contractor,Part Time,Male,Active,,6,Engineering,Remote,Job Board,2023-04-17,,,,2023-04-17,,,,
329,W100328,Vice President of Marketing,Permanent,Full Time,Male,Terminated,Voluntary,11,Sales,New York,Internal Transfer,2015-07-11,2020-03-14,2020-04-09,10,2020-04-09,,,,
